t_id,visitas,compartir,duracion,favorito
9356,318574,23402,363,6320
6902,,72978,102,1028
9743,449560,55666,206,3433
3289,718049,28216,101,456
407,318946,33069,319,227
6765,941587,67605,296,172
6097,105105,38265,506,6746
10057,555703,39195,,
1853,228916,86016,222,5054
950,738956,19290,234,4876
8701,133687,56443,95,1874
1708,189072,4969,356,322
2051,746663,67074,422,9147
9500,897622,10579,,4063
8027,163947,62527,372,2616
8545,445678,52619,,9374
136,215942,75874,94,1575
7208,870654,460,,3706
8799,404851,13468,,5526
3990,884460,,317,
8748,144051,78869,270,4212
10135,501930,28514,274,1929
2008,209826,6924,,4385
9893,76140,50142,304,7630
9113,123560,66027,570,6778
7441,521868,63539,14,1958
7211,805551,77864,43,2764
5066,996400,64676,329,3847
3639,227843,41673,180,9542
8191,560030,90777,199,7659
6280,472696,37226,119,1929
2833,364068,28653,178,5404
3478,303529,28454,383,9045
5222,887639,60694,232,5420
1250,121307,92910,111,303
6252,161964,85376,,
855,556823,35387,19,1106
9273,358912,6278,,6214
6625,706786,67539,228,2018
5934,392487,6490,,5207
6717,55466,31715,177,4873
10234,402915,31840,228,3692
9206,158703,43348,620,8497
10269,138333,33560,408,6931
6400,415531,99519,506,7598
1223,790020,50074,215,757
8530,891120,3585,148,1549
7755,142921,33268,114,9400
3590,163691,91932,193,550
10187,207643,4897,393,7501
3898,795027,73266,200,3888
2816,522479,76712,233,4733
883,382553,93327,194,4031
3671,550241,98070,253,3654
8845,343396,48412,258,4637
2502,600218,55712,364,1064
7153,69751,68675,183,3048
3117,137898,47313,464,5236
3834,364007,66627,156,4401
9875,872477,31743,314,5019
4109,828322,21109,,
7660,916065,72111,182,7719
3884,589248,8287,244,711
9884,981811,81463,214,5354
4599,57244,73485,535,6804
5347,618243,76717,261,
5048,16594,14162,,5751
80,116801,69336,286,
9393,339218,37460,398,254
4033,199686,8435,6,1698
2195,21945,16240,175,5148
8942,680460,69706,58,2215
6919,5404,56259,308,2298
9584,802492,14887,425,6640
8508,183898,35534,476,9946
63,302037,49461,184,3033
2323,576519,52118,,8051
2367,295991,84445,117,17
4259,516478,50527,354,4862
4972,644835,40864,301,822
294,675492,82884,65,
2657,412540,48670,,3817
9853,11852,19411,298,9432
8920,126717,39415,330,
6927,275910,41987,256,4205
8260,185102,10479,173,81
686,634811,96095,49,
3514,676886,69308,2,5022
7848,851197,62999,9,4572
8708,595681,88859,290,4508
5519,209027,8666,270,5636
2815,33373,74250,157,5243
9628,302004,8985,473,3258
4062,414833,79112,424,7867
5099,126678,48706,192,8372
2161,295342,53041,408,9770
7312,452107,97888,265,8810
2554,222608,12957,110,692
7605,173554,32041,130,771
8051,63332,33142,290,8007
2542,627426,82952,310,
3373,150924,82059,,9510
9410,427234,94995,183,1477
7360,63574,92446,336,6662
2116,128442,75880,273,5155
2654,557894,41306,382,7779
5119,527355,2252,331,3802
355,788947,11390,226,9365
1339,551568,93397,94,3771
8378,943207,96005,262,4993
5068,900443,91657,268,212
6597,865399,55515,297,5490
7467,364057,42041,324,3620
5822,5675,42985,211,4705
4729,49245,53453,330,1512
1588,290801,22469,306,1212
4722,185528,67072,165,6684
7838,540622,85683,289,9668
531,910519,80291,551,7889
4931,178395,77180,131,885
2943,821320,86626,159,9219
3953,883715,76844,203,7094
1922,879085,95945,141,6650
2485,697901,48866,855,2553
3642,943571,62258,54,2776
6289,642772,73649,173,1513
9734,107647,69221,15,9281
9664,623510,56249,335,90
9755,187288,60863,403,5538
2074,303485,76236,381,7683
2577,660696,56750,255,9364
9383,898685,50462,,9121
5905,270110,12560,313,9137
8513,417496,82210,82,6323
7229,266200,25966,418,110
4150,130553,88240,,
6104,134507,95196,114,3792
6657,67706,20164,128,183
3791,961231,43447,251,1755
10268,716036,65484,78,7215
5529,680502,32481,,7800
8248,158658,90911,264,5965
6788,438333,8122,538,286
3670,479033,14874,87,
9667,434335,16849,12,6122
6157,675072,96592,398,7692
6667,962227,91097,490,3525
2639,273045,13544,392,623
1060,824926,36993,40,20
5777,139804,86441,327,8514
468,489280,88212,322,
8360,86595,82375,,6574
526,805637,67466,399,2477
5624,90707,1379,92,1888
4971,920921,62098,,
1288,230501,,339,1066
2242,534476,28766,432,4748
5458,556669,17577,151,3595
5256,317746,9439,,4571
10355,56290,87039,303,5872
5442,969506,7488,554,8014
1439,612919,23596,,6039
2528,608470,89386,31,3220
1331,44753,17397,434,5088
4162,827930,54451,74,
9450,403781,37118,,
1913,755648,41442,445,1574
4700,869949,47138,,
2676,121152,25226,365,9072
5216,990190,57894,378,
9802,653615,16138,,4730
720,320412,38559,242,5516
21,418643,27770,807,
6669,918978,88884,,9620
4551,325101,26815,230,4859
9072,150494,10436,28,7846
6024,777482,2748,416,1062
789,439962,87710,335,2744
3372,353720,95848,563,1636
2363,538465,98901,256,5842
5807,652184,6892,48,7437
8669,52177,9767,470,9409
2464,650142,41223,,2369
5228,631280,36180,416,9901
5774,695215,49975,433,6925
7883,627534,70256,87,5750
6207,333024,94259,403,5987
7626,242440,75467,190,2589
1526,95307,50866,212,2996
5151,70787,26045,457,6322
5375,841404,27866,9,7402
9891,307165,75600,377,7511
9191,293695,38762,328,4777
9958,36422,49266,339,6116
4203,306082,7340,741,2866
2300,423267,73222,151,8622
9746,826100,79448,467,6186
2997,592003,64320,151,3514
8834,39615,80179,474,1723
2151,39445,19690,359,4724
2169,709621,87144,,5042
10164,21200,61410,,6860
3056,50504,81345,705,341
8238,581086,23833,336,8449
7262,655083,80508,335,9670
1634,946627,51924,499,
10416,686213,55289,,6196
10020,863442,44455,159,4623
1943,886420,64416,472,7786
5452,318571,25940,179,2506
10192,928448,58956,124,4555
1762,807555,39498,,7035
6260,304166,12213,472,8671
1976,932418,1343,186,9557
4585,27495,24438,714,3990
5745,834368,3679,319,5569
8670,475598,4647,24,2956
845,370204,43419,262,5145
9688,451836,78191,228,7778
222,223391,67202,522,7133
4300,657572,57118,287,1355
5646,41505,17484,,1134
6542,85772,9111,309,5058
9321,660612,,449,3973
4602,308261,8661,157,3694
8237,228375,4280,,2097
5543,750201,32515,292,8606
3132,572278,74222,104,617
8707,206772,3975,451,326
5999,737815,50687,31,5683
8079,985,56658,340,5281
6073,618184,34669,,3371
119,741167,67657,176,6601
6019,82730,12381,218,2656
2399,769893,40542,118,1489
5852,326002,90084,435,2180
6138,869767,15270,38,2174
5421,699209,87144,293,
9343,464858,54154,386,1957
8660,177102,92845,330,
1043,5336,94517,588,2466
1620,214580,69986,,7048
6188,786778,95638,425,1781
4276,500986,12935,171,9027
7527,357327,49222,78,6106
3960,657477,3084,,6066
1356,405609,76758,142,6814
6230,830628,23377,,46
928,822042,36782,,6467
2194,900644,15277,399,1513
5250,799237,83565,233,
7346,883108,41789,32,5493
6434,213394,71619,433,2884
4671,862332,74960,301,952
6467,652187,70995,232,3750
1878,505411,68054,,6843
1525,444904,47647,95,
5662,873917,23705,245,4337
4265,314933,10752,145,8133
771,263731,60836,276,9507
5427,335594,87917,269,3266
161,919927,75125,305,5149
4083,796485,23940,290,8955
9305,974271,12525,130,7233
6072,265617,97817,409,7043
7551,54584,96176,667,1953
8754,818806,4596,248,3879
5154,388047,44039,101,644
9170,482398,49433,39,4758
3894,549271,94431,457,8402
8344,879925,23525,328,827
8656,85574,84749,160,8280
749,209385,13808,175,
9488,110762,82042,,468
2412,171379,,,8943
7800,677778,49225,235,4103
9719,808220,88205,110,5992
3659,274150,76261,286,8479
513,725464,98415,200,4472
4859,834624,42084,332,9303
9351,584103,23875,,2864
9600,325983,84603,80,3303
5248,879111,29537,122,5025
2851,433959,26900,119,4880
5915,629817,65705,199,3788
10209,827729,53355,203,9972
4453,905557,722,535,7204
8035,405249,9157,533,9196
5213,656827,25704,232,5755
4762,137696,18193,112,6619
7664,720110,30724,269,6605
5461,664086,61446,361,
2267,59936,59794,167,9811
793,845698,12860,,9278
2923,712260,61196,288,8231
6419,913032,87292,468,2037
10409,522448,42017,369,5122
5825,490974,43538,637,3091
5014,357473,31856,210,1781
1778,886635,98033,42,8876
5605,785023,19493,341,1045
4269,595367,43887,164,2844
9213,915806,4188,416,9035
921,963594,12333,200,4788
9879,698921,64261,420,9923
4895,300086,20319,176,4550
655,632768,57490,153,7557
2024,979493,52113,563,9347
10098,738298,2329,223,711
866,504918,48134,307,4995
3009,3803,42693,680,5859
1213,444237,17408,,4553
7442,493590,98807,,9814
4782,2572,35805,248,376
2698,937086,15047,6,2296
8718,966498,39513,318,3663
1090,147984,29513,401,5761
7197,119716,70682,392,4250
627,64242,45086,284,1117
8679,406884,98499,478,1506
4481,605411,51645,352,3231
8091,869372,7148,549,68
3269,837232,45286,433,3286
9955,527526,53975,75,8459
6631,636090,63751,204,1273
4496,181198,22687,371,8513
8277,976805,58983,225,1845
8137,147775,54811,419,9559
1099,916960,84707,117,7171
6543,546605,12450,304,2742
1808,500760,3222,247,534
44,461463,87621,392,2817
10189,818355,34508,521,5052
8268,850365,37247,279,5471
2531,483723,22564,201,7932
7397,534233,96870,301,1776
3775,371258,83648,262,4453
3613,336549,60764,467,9285
8386,388710,30670,334,4538
2286,679498,86504,349,
5609,91565,95513,315,5186
3619,29385,2402,105,7176
10484,636305,49668,0,8430
4792,184511,54506,423,8061
2472,677824,85987,,9849
10317,895731,6537,11,2790
5765,410599,44561,,5504
1591,666000,88592,462,5579
5395,28284,9909,238,3435
699,869750,35663,191,
5072,471825,73982,269,7694
10288,734888,4186,518,541
7687,299910,51985,465,305
1998,990696,86795,481,6809
1621,912229,55476,358,1609
5301,808905,20603,665,7344
100,737334,60949,279,9823
7798,241019,30745,641,5225
2985,864276,79723,316,6000
10281,851162,16408,240,6107
1028,672558,26324,122,
4448,54460,72250,564,2589
3765,510155,44830,163,6707
4254,685463,46594,405,4631
1340,121282,52953,340,9349
4947,832844,,4,4743
9694,695525,83122,428,7379
6067,530118,80528,275,8958
270,509448,40084,311,1471
234,279180,86044,571,
3505,890168,37429,40,739
1949,208000,1428,408,9107
3235,544090,54264,116,3596
2900,417210,96846,19,8112
8932,94515,28391,593,3695
623,603233,1460,243,7818
9609,533898,5014,17,2552
6738,715292,59286,356,6559
4840,527796,85405,9,8880
8926,522553,58904,425,9324
5857,94347,55566,410,6932
2361,855228,67613,488,9005
4394,429252,46998,511,8298
354,804684,59876,412,4489
6500,14845,2515,55,6645
7265,133971,61235,314,853
307,148567,35965,180,9182
4374,825837,61508,419,839
3624,749310,69817,351,1449
9907,645061,63597,,5003
8014,855571,3079,255,3434
110,410624,41368,530,8994
7428,810614,47027,410,6294
10287,183443,58214,,7722
2175,184690,77426,132,9121
272,708001,56568,154,2191
8563,506844,27892,440,7534
8334,370008,69318,144,8403
2048,27758,22369,196,1080
1751,102618,11871,270,625
7350,976653,92153,,3313
5362,794025,84424,16,
1643,752900,18865,378,583
8016,445370,7687,606,4993
6876,712365,26701,,
2540,735730,24164,261,2027
4256,805056,35654,131,6920
4660,205695,46722,469,9236
4075,891740,85889,189,6687
8921,945467,46288,402,2377
1818,607459,74380,366,2225
3696,691080,3437,387,2409
1614,512467,74566,190,6941
10091,630196,61630,157,
4768,855124,8034,536,2229
140,479914,73472,372,6352
3193,883569,49994,,4023
3564,960473,96268,255,9752
5457,756792,17634,52,5942
1352,949907,11283,144,1214
10419,785792,73112,99,1654
8240,973090,62091,106,7926
2158,120469,74983,326,8177
5433,852186,89502,137,
10006,870165,51808,166,6424
9985,243529,57324,428,6520
2729,391544,69122,348,3940
8217,253775,27584,240,137
1715,618752,19294,275,7684
2773,19055,52371,165,2997
3733,537803,24152,58,1096
2722,389522,94176,714,2430
1161,102381,8718,177,8204
683,253526,80333,112,3695
7548,149222,54086,195,2734
481,887215,56114,220,3401
1917,877445,6648,450,961
10258,53642,1963,546,6934
3141,759883,59653,570,3778
7650,632085,63957,469,4285
1021,150263,13798,,6399
10452,62609,24322,222,9881
1358,927916,95345,363,6252
9288,109738,58561,444,4825
79,372321,57220,262,4838
5676,830226,9314,453,8716
8532,910719,34851,79,999
6268,972406,443,241,3476
4659,329896,48702,222,6504
1549,546968,80439,169,
6322,583529,90816,61,4528
4912,880178,79927,,716
5052,99830,71108,516,5187
6757,898755,71295,166,
1384,514430,50054,340,4492
7845,310295,19694,201,1465
4685,31617,55806,127,3268
3810,40549,43869,192,9763
5946,302192,62944,290,8238
8161,901747,64717,434,7932
2326,442344,83910,343,892
3692,543441,52991,504,6585
4450,388693,84242,568,9700
4002,925109,58220,315,8658
6409,864019,73792,51,9363
298,855654,50375,96,6159
1225,356038,74295,196,4437
919,423335,32505,166,599
9415,769242,81064,215,3702
3128,204781,14972,462,4362
7328,714354,13712,176,9753
9900,744896,28783,242,796
3175,626774,79159,162,5467
2655,184,3431,20,650
1561,191204,13979,665,
5949,690795,53714,,5875
1720,426573,83202,223,8878
1618,578680,16054,329,9817
2244,957764,3329,535,4371
2648,48655,90124,,9784
7857,289314,70596,691,4982
5139,861824,65254,263,2996
7495,798767,66478,,3092
796,761396,81000,350,9959
7451,501378,35755,550,4335
9916,864929,59488,430,309
4560,836294,17259,282,9222
9368,593549,48405,419,3724
2738,271849,91963,177,8359
3109,789374,4155,547,7358
4383,994037,62596,298,6510
8687,808975,55542,160,653
320,581589,74578,339,1405
1319,617472,9989,268,7101
4940,162800,53801,393,2339
8381,565318,13929,460,
7369,996593,44990,262,
3842,991817,32152,11,1410
3151,134388,83764,368,1666
2826,710725,80734,56,602
7528,577379,76431,,804
3232,900628,46260,150,2669
1914,223062,42582,225,9827
6764,741982,24493,,1458
4280,588442,3586,,1538
1198,819870,56768,96,3637
6064,627454,64716,316,1363
5368,663192,12913,275,8137
6054,334581,572,9,6282
675,731360,31424,505,5208
3562,440385,77186,330,4035
4278,142837,86143,622,923
3055,885284,94980,79,9381
2862,293546,29601,488,649
9012,162045,66096,258,1527
5079,861905,7223,176,2687
4231,442991,60145,241,2547
6321,1769,29904,436,7323
3935,704339,34675,593,5272
695,788322,35779,21,3256
1840,111666,1351,403,2323
1982,17051,85995,548,4310
201,739062,7492,190,860
6147,437623,38260,244,4877
2104,897999,47663,255,7301
3527,764165,57258,514,7599
4443,304376,99106,,4536
7581,300656,1276,256,8508
2372,568814,20503,180,2876
6112,130417,5875,,21
2958,900528,61266,380,9782
9446,251594,78476,276,707
1440,415029,85695,472,
7497,71691,51451,83,2604
9274,508351,53326,183,9528
4684,406924,91372,421,2912
8477,156009,61032,98,192
3184,986936,77940,396,3065
2887,686649,89984,349,7973
2610,729255,23735,,2648
2288,573131,38224,429,1349
412,688852,76388,87,1865
6068,672975,35594,74,
1673,710678,60790,451,
1458,258631,38508,732,4690
9989,772691,70993,391,
3387,13898,23823,309,9201
3294,841943,99203,338,4486
4954,430680,95711,63,8887
3728,776299,16798,372,7187
9632,793283,30476,621,9881
7048,283455,1919,442,4317
9070,280416,43994,519,2671
9157,112534,22864,,3155
6392,680346,21548,235,6180
9668,456433,16609,30,2581
3907,131959,5744,374,4309
8221,809386,81817,,6945
7071,766403,21521,164,2099
4025,715411,97825,155,6640
2067,127152,84383,457,7000
1371,389744,73889,507,3732
10344,375513,4480,425,1346
1926,706156,55243,98,7682
7657,685826,84796,354,7710
9800,80446,18199,258,1155
6599,526368,74190,,8915
8588,862779,45518,,8633
2535,487356,55362,,6132
9972,849034,53241,173,6954
2466,364345,24299,272,7018
5158,584084,9483,146,7515
8557,639135,32045,301,2839
2282,272581,36833,398,1231
5053,300552,95424,292,6885
1515,345238,11884,198,4546
4445,273427,62480,145,3551
2315,490975,99933,294,3256
6454,599662,89366,,4429
4213,15613,35288,,7257
372,69861,93990,418,9515
826,264572,20780,323,
54,815404,92509,,4318
8020,194321,70096,330,2503
4022,61866,50503,89,9644
3407,478896,99033,347,4726
6544,784388,80266,,6294
9267,427947,68942,,
8758,858762,51189,184,9682
2238,833425,36462,260,9531
4678,336032,62518,253,7011
10297,816917,45450,,5487
5460,895652,73854,,4707
8351,27972,38379,759,8870
5809,125096,94342,244,9749
8441,139564,62805,155,2811
3874,768050,90879,,
592,777517,35442,281,2763
2605,726677,19548,111,
8184,969798,60465,589,
6734,438427,10238,,4562
2331,110133,82114,299,6289
9018,719070,65787,208,8506
6330,515882,10936,246,9444
4505,381283,3174,384,6213
7424,187298,49408,503,7238
1512,21652,35654,519,8203
3820,613146,72838,298,7660
4382,885871,92434,182,6960
1425,7128,58836,240,2627
6732,672520,37718,405,7696
2213,632849,50170,426,284
6705,25143,33566,132,7826
7603,13993,37281,,5870
7980,487165,37809,400,
1123,495160,30958,107,1487
9954,321166,50252,359,9832
9371,449412,35316,159,3327
7690,715016,50953,177,454
8148,106596,13185,149,4153
5975,185280,21081,344,6780
10473,49935,94618,240,7783
10540,293641,25172,322,4943
4168,308793,51634,74,6003
4279,350472,22325,159,2791
2465,90347,16572,538,44
1492,893815,79298,218,725
6604,712045,76475,392,9959
6386,570851,664,167,1336
6805,584626,48833,137,3203
8972,863654,31671,,2717
10533,958392,66798,73,1556
9992,452893,94994,,614
4187,876163,72377,242,5791
870,81017,64620,523,1045
7031,185600,99046,169,6510
2904,56541,8289,,3595
4887,704771,63785,155,9516
4338,174788,93865,152,
2176,83335,56616,433,7714
7843,742051,92157,675,5382
75,860975,20792,59,225
2647,621469,41799,195,8262
3983,533733,26568,127,4078
6402,391590,95321,369,7040
9690,170315,7056,147,1825
7213,297878,23000,385,108
7821,15484,17460,90,
3966,298906,38964,90,4955
4924,841802,28880,267,1524
2396,961859,90905,191,9255
7164,17619,62809,448,6355
352,1596,41221,488,8058
7284,661797,74029,,8083
1550,33005,82317,272,2581
4182,845683,7191,267,876
3989,519575,78395,59,8650
1925,260714,40428,51,1982
7112,151698,5133,140,8507
2428,596587,2971,482,8700
9047,354009,89554,462,6519
6578,767928,31127,329,9388
1961,518097,78977,390,3481
3929,721808,81160,261,1256
8990,663090,34809,,9352
4314,187495,68386,197,8511
4785,854672,66629,302,2028
3822,987476,93927,268,
4521,608563,68201,37,
2967,705994,49948,306,3844
6296,335567,51760,282,4217
1373,270439,83860,561,1002
9484,29123,71299,173,5659
10078,290929,43335,251,3756
3260,789283,98346,287,2994
9642,213708,7543,40,4577
10058,557330,48615,324,9913
8490,222617,54595,440,9112
897,974144,42744,110,4006
6134,469600,36712,401,4496
1355,846983,98763,633,4821
1148,463104,71203,446,3451
4312,410743,69650,506,6116
8677,535198,4439,597,452
3359,8172,65430,245,7618
2559,219780,73122,430,8687
10038,990344,1899,346,45
9583,446139,37765,240,9360
9478,462335,25032,209,658
6334,418733,64355,137,4505
5263,105712,8238,310,4232
5882,7303,92651,73,734
1603,959870,22438,134,3971
9144,46574,31189,59,8907
862,99853,68162,284,2823
8747,594132,98934,19,8426
5160,26897,59331,291,9034
7386,873289,44738,32,464
4185,293075,78553,206,970
4835,446470,27186,422,2094
10068,423269,61785,128,1983
10053,998846,29142,,7404
8222,388056,7777,268,2129
803,601800,60175,383,6333
6610,331995,39957,91,7779
5423,62643,,441,3119
9085,704583,,502,3914
1491,472220,36828,164,6461
816,186727,75168,441,5580
503,662118,98972,,6862
785,8291,82442,270,8470
2440,655599,39152,288,739
8243,612484,57328,150,4352
2721,519868,95237,41,8507
3092,830819,53107,552,420
2793,891839,70274,522,6622
6512,921333,42393,449,4328
7083,438289,93887,451,2650
6796,663213,13734,287,1275
7805,90403,72433,511,6211
2686,884945,32433,233,2581
9987,552032,21423,,5600
5789,439973,29973,577,8506
7825,160491,51144,218,3222
3538,985213,89985,277,4617
6363,501297,57772,274,1958
4205,587920,61190,229,472
6875,521200,50416,143,6939
3307,740030,45412,116,5803
1953,39890,91089,276,720
8818,16730,22066,393,4897
5446,681670,6300,172,6868
9931,819120,42710,137,2521
4827,712261,41583,282,8333
3430,427707,29670,417,3212
6853,326798,91348,730,2151
6349,954362,24089,416,1856
7034,594718,94382,151,9433
3528,397957,41897,54,8059
2972,803484,51810,203,58
4085,770217,34028,178,
2741,409468,23421,433,2922
6263,754503,51441,,1941
2026,288153,67048,506,9308
9312,487210,16494,713,149
6526,453166,81824,373,1852
6571,969276,68962,200,8248
4018,103822,83703,,6002
3131,692969,40930,,2153
8698,76568,33236,287,1855
7830,987263,63811,448,964
9782,433067,26570,54,8432
6553,363940,37542,73,8414
571,812409,14457,83,9335
3722,975869,26811,,136
4584,927695,87712,508,5904
4198,456902,29208,29,8993
5095,228103,48329,111,549
2854,754564,66799,543,875
2079,233172,66689,164,7189
3350,600835,33908,285,244
6976,988560,9846,31,7077
8634,62862,34818,388,639
7003,161918,17624,33,8558
6844,594651,7203,13,9395
2663,991802,3648,189,5514
3061,139294,99739,208,4629
8185,472597,35092,,4838
4103,831538,93765,42,146
598,205338,71340,395,8070
2550,271257,59723,297,2486
6592,55958,10701,652,
948,12612,33108,164,5712
6453,958019,42383,314,1384
7816,536689,28181,284,7089
4975,916554,46617,,2583
7792,374381,91630,353,367
3183,405625,80097,452,3603
1852,486106,34706,189,8944
827,754487,28773,314,5073
2737,476779,57945,568,3216
5290,143612,54631,287,8877
2287,34783,1790,293,6351
6121,781664,85206,179,2069
1501,418574,59120,132,3536
9517,208152,42674,152,6911
8281,340956,22910,107,842
1035,207387,41407,379,9223
5150,31204,26121,211,7111
3861,867011,57916,218,
3227,671561,54288,255,651
9399,651468,67574,165,5697
8298,348638,76808,,
1608,260007,35139,551,6401
4814,154568,16219,254,5966
2612,190613,44536,404,1118
113,716106,5457,297,
9858,106366,3154,579,6970
103,361920,28305,90,9517
227,932973,82051,265,2587
1207,321007,74225,527,6038
8937,612505,71637,,5225
2726,484259,91320,656,3439
4139,772645,81502,551,531
615,851000,19638,317,4673
10173,11340,22408,,9179
6892,781115,47003,284,6096
4643,726343,44291,698,7937
2895,498289,61447,54,9193
9363,194350,15861,231,4714
1794,510974,35006,148,8206
5820,287402,51532,418,4443
1263,780569,17002,519,7495
7020,895654,19241,394,7700
8609,834231,17145,454,7437
10384,908405,33662,,5525
3214,752689,18974,220,5445
7002,248706,17535,505,3357
1843,620556,80120,457,5153
7055,753303,6278,623,5531
6047,353014,18779,60,2970
7602,609813,64048,257,4701
5447,390928,37357,61,2587
10339,807047,78588,442,7559
1001,414723,89257,100,
6411,440300,67265,,1380
8890,878073,64143,41,9843
1104,585806,8129,729,4298
7446,924393,57960,311,4320
3451,95986,27301,198,1527
9596,815298,23207,77,9235
6781,167148,56820,,4463
9178,549397,88978,119,1998
5047,809241,34568,394,7670
4664,516728,34897,248,858
7574,345159,965,317,6977
4757,484509,98151,,6006
10139,487487,93911,281,8679
2881,359769,94031,,6508
1528,136764,35329,,6189
990,934676,61433,694,5217
8783,305382,29566,171,1446
2962,350149,25342,197,850
5449,788432,60145,412,7303
218,411913,41347,458,9449
10156,107803,84028,390,3951
10433,709686,32771,52,6486
3233,713433,90935,,4657
6727,165570,97718,75,1876
8856,646041,61388,489,2265
4501,121260,17913,321,8148
5668,299971,11701,611,6270
10263,284108,24046,742,2319
6799,974166,45825,272,9440
1946,313309,36358,290,
6840,864856,45507,57,1978
4005,211164,92525,461,1804
8406,507606,62506,449,7614
1309,34125,25943,346,2484
2774,999243,93177,127,2075
7076,446344,33885,328,2301
10155,707421,89577,312,3799
5795,939944,5922,76,3531
2662,120916,59627,246,4852
6156,181911,91634,245,4104
2607,968656,97224,186,8790
4329,855461,26653,493,6248
4172,530447,63268,488,9297
6614,197878,62384,627,9331
1899,227503,741,355,7560
7546,39533,25561,613,3718
2247,379030,33739,270,5741
10361,370324,25262,432,8932
6836,564388,52841,153,5454
1029,735098,61522,275,
2030,736946,44786,288,4918
2207,241272,65368,56,1296
6967,938364,56910,339,5716
202,51220,85018,546,8143
9538,975784,32427,175,
5961,997717,74022,584,8063
9752,331780,14932,133,6532
7117,207726,57807,247,2270
6161,544462,772,515,8815
2504,905434,51021,90,4967
9466,286804,47655,115,9156
8271,848472,28307,244,4163
6596,408999,56953,62,721
8170,437631,64658,98,4528
3216,834030,98331,239,9492
4201,453915,62415,84,705
4192,851637,77705,340,
9850,422891,86125,427,2576
3598,474889,25752,315,7526
10244,175944,9890,459,8924
5837,411441,21671,467,2521
2787,49776,34795,455,7026
9229,259934,81296,44,4763
8556,824424,26944,304,9100
2966,337451,92120,627,
1433,116235,34475,274,6763
328,90639,85025,383,663
4723,584621,77567,692,8874
7927,654256,51953,593,4590
802,895366,65121,396,7350
1026,685345,95563,345,4965
1459,210990,49379,72,2509
5366,987671,68433,353,917
9673,274633,51326,424,9797
10498,949290,33075,54,
2439,773038,45660,242,4561
864,858548,60767,120,5120
4128,906109,47747,238,4759
662,221381,76252,210,5856
8430,908365,44075,269,9490
1220,422451,77887,284,3813
9624,777852,54325,351,841
8211,382746,70430,256,8211
4099,358384,72742,594,2356
878,894469,34680,178,4640
5304,615802,12181,288,8266
92,714760,33334,280,9478
1545,590113,15864,226,5166
3517,139907,41910,159,3121
10414,206689,56756,6,4670
6109,853539,94810,572,726
6456,905794,70081,107,
7431,557717,56688,397,2265
9078,441239,4599,176,4199
8054,445447,26390,600,8414
5252,204637,17938,77,6539
219,184610,15162,319,3621
10223,79016,52705,350,8058
6802,223400,48677,193,3351
6951,784358,62398,313,4056
3003,434347,21643,8,7408
6855,591337,32455,380,925
3548,711297,97579,229,
2050,640613,89644,288,7063
4210,526571,85657,424,3931
8128,145939,95298,73,3976
4414,996051,31086,,6660
8825,464081,94274,3,3020
3159,197988,51322,474,461
6388,546013,25856,270,5607
4638,141307,26328,414,7757
5094,470395,17489,253,1042
3223,75358,62218,289,1215
3049,317410,6561,131,8154
9536,174422,90037,,2883
7081,421709,13534,130,2512
8901,377450,43505,,6853
6219,460165,64666,262,176
6126,12497,23340,688,5417
8063,335952,548,274,1729
935,811545,77781,258,6425
5618,123757,91147,250,357
6084,207508,37451,350,9480
9790,822900,17748,506,4908
8962,839534,86984,496,6882
1623,231759,21629,408,7352
3385,615033,19567,435,9912
2861,903719,76249,317,8869
1774,596149,15849,68,
10308,105863,74606,247,6132
8408,269830,,28,3069
3250,671406,93902,,2813
817,953233,16704,102,5898
6440,450727,25305,249,143
10210,239186,81393,128,5808
4720,168005,35169,,4538
9042,630322,47049,222,573
9389,812076,69683,79,9688
8117,370157,74940,108,1715
5469,867075,56893,102,7645
6110,734657,86133,589,3270
8916,552042,64278,,111
6412,530169,36138,105,9548
10547,977627,7621,150,2036
3200,850804,39183,254,7967
5221,868652,44825,,808
4626,355497,97530,102,7320
2996,403074,79122,282,2764
5957,994809,79865,34,8680
1649,286237,65515,84,445
3416,481707,48234,44,1711
3802,283714,31561,,7436
6885,996304,94362,411,3365
1145,522387,93570,296,6494
5478,933037,69015,191,8905
4069,233419,18189,41,7227
6819,767389,95204,496,8055
3853,152275,12400,43,178
7179,58510,61677,295,5877
8163,929098,35517,484,8782
6666,843922,23779,416,2381
1396,79043,14529,270,5564
9540,470321,12389,284,4412
2959,12230,92554,252,2301
9539,82174,23080,37,1890
361,799219,35341,294,290
1122,787143,51427,,2003
10070,434356,69052,244,8394
1821,722503,56655,178,406
10175,459960,96676,351,4719
2423,295438,33263,395,2039
5242,787245,88712,239,7403
3738,221224,56876,211,5266
2745,713976,95406,250,1582
523,366769,89792,276,6680
5381,581464,18112,,3510
2007,117344,36532,17,9699
9706,785928,89151,518,
3571,143354,98356,439,2502
1170,591803,50967,526,9052
9914,299420,57592,267,2464
7611,613617,60285,282,847
9712,329391,98885,256,4759
8419,469686,24895,,899
10387,248708,12742,450,3132
8619,135765,61229,330,4639
1074,728335,72974,,2772
9637,544060,64992,650,3171
7129,970757,46102,194,3402
10543,53103,26323,459,6621
10526,613927,96057,75,626
6239,206624,13317,111,9735
3121,618942,20833,226,7953
5968,996634,24092,384,4776
4206,739230,22872,155,7031
10102,958974,44972,166,4624
6776,626486,49336,494,5371
