ID,Fuente,fuente_codificada
1425,Voice of the Nation,31
6732,Echo News,6
2213,Press Pulse,18
6705,The Daily Dispatch,22
7603,The Pulse,27
7980,City Beat,2
1123,The Herald Tribune,23
9954,The Insight,25
9371,Star Sentinel,19
7690,City Beat,2
8148,Evening Echo,7
5975,The Pulse,27
10473,Newsflash,16
10540,Express Tribune,8
4168,Newsline,17
4279,Frontline Times,9
2465,Morning Star,14
1492,The Herald Tribune,23
6604,Metro News,13
6386,The Informer,24
6805,Urban News,30
8972,Morning Star,14
10533,The Herald Tribune,23
9992,The Daily Dispatch,22
4187,The Observer,26
870,The Informer,24
7031,Capital Gazette,0
2904,The Chronicle,21
4887,The Daily Dispatch,22
4338,Metro News,13
2176,The Insight,25
7843,Daily Beacon,4
75,The Herald Tribune,23
2647,Capital Gazette,0
3983,The Daily Dispatch,22
6402,Express Tribune,8
9690,Press Pulse,18
7213,Times Today,29
7821,Capital Gazette,0
3966,Evening Echo,7
4924,Star Sentinel,19
2396,Sunrise Chronicle,20
7164,Echo News,6
352,Daily Digest,5
7284,Newsline,17
1550,Times Today,29
4182,The Insight,25
3989,Press Pulse,18
1925,Capital Gazette,0
7112,Insider Insights,12
2428,Echo News,6
9047,National Courier,15
6578,Daily Beacon,4
1961,The Herald Tribune,23
3929,Morning Star,14
8990,World News Network,32
4314,Urban News,30
4785,The Informer,24
3822,Times Today,29
4521,Global Gazette,10
2967,The Observer,26
6296,The Reporter,28
1373,The Herald Tribune,23
9484,The Observer,26
10078,Global Insight,11
3260,Metro News,13
9642,Express Tribune,8
10058,The Pulse,27
8490,City Times,3
897,Voice of the Nation,31
6134,The Herald Tribune,23
1355,The Observer,26
1148,Global Gazette,10
4312,Voice of the Nation,31
8677,Global Insight,11
3359,The Insight,25
2559,Sunrise Chronicle,20
10038,Echo News,6
9583,Echo News,6
9478,City Times,3
6334,Press Pulse,18
5263,Morning Star,14
5882,National Courier,15
1603,Echo News,6
9144,Times Today,29
862,The Chronicle,21
8747,Sunrise Chronicle,20
5160,Evening Echo,7
7386,The Daily Dispatch,22
4185,World News Network,32
4835,The Insight,25
10068,The Insight,25
10053,Frontline Times,9
8222,Morning Star,14
803,Newsline,17
6610,Sunrise Chronicle,20
5423,Evening Echo,7
9085,Daily Beacon,4
1491,Urban News,30
816,Star Sentinel,19
503,Press Pulse,18
785,Press Pulse,18
2440,National Courier,15
8243,Press Pulse,18
2721,World News Network,32
3092,Metro News,13
2793,Echo News,6
6512,The Informer,24
7083,City Times,3
6796,Times Today,29
7805,Times Today,29
2686,Evening Echo,7
9987,Evening Echo,7
5789,Echo News,6
7825,Metro News,13
3538,The Informer,24
6363,Express Tribune,8
4205,The Reporter,28
6875,The Observer,26
3307,The Pulse,27
1953,The Observer,26
8818,The Observer,26
5446,City Times,3
9931,National Courier,15
4827,World News Network,32
3430,Sunrise Chronicle,20
6853,Frontline Times,9
6349,The Informer,24
7034,Evening Echo,7
3528,Sunrise Chronicle,20
2972,Daily Digest,5
4085,Times Today,29
2741,Capital Gazette,0
6263,Insider Insights,12
2026,Voice of the Nation,31
9312,Frontline Times,9
6526,Daily Beacon,4
6571,Star Sentinel,19
4018,Capital Gazette,0
3131,Insider Insights,12
8698,Global Gazette,10
7830,City Beat,2
9782,Metro News,13
6553,Frontline Times,9
571,City Times,3
3722,The Insight,25
4584,Daily Digest,5
4198,The Daily Dispatch,22
5095,City Beat,2
2854,Urban News,30
2079,World News Network,32
3350,Morning Star,14
6976,The Daily Dispatch,22
8634,Newsflash,16
7003,World News Network,32
6844,Evening Echo,7
2663,Newsflash,16
3061,City Beat,2
8185,Sunrise Chronicle,20
4103,The Insight,25
598,Metro News,13
2550,Express Tribune,8
6592,Global Gazette,10
948,World News Network,32
6453,Evening Echo,7
7816,The Reporter,28
4975,Insider Insights,12
7792,Metro News,13
3183,The Daily Dispatch,22
1852,The Insight,25
827,Newsline,17
2737,Metro News,13
5290,Echo News,6
2287,The Herald Tribune,23
6121,City Beat,2
1501,City Beat,2
9517,Metro News,13
8281,Press Pulse,18
1035,Echo News,6
5150,Newsflash,16
3861,The Daily Dispatch,22
3227,Echo News,6
9399,City Times,3
8298,Sunrise Chronicle,20
1608,Metro News,13
4814,Daily Beacon,4
2612,Daily Beacon,4
113,World News Network,32
9858,National Courier,15
103,World News Network,32
227,The Informer,24
1207,World News Network,32
8937,The Reporter,28
2726,Metro News,13
4139,City Times,3
615,Press Pulse,18
10173,The Daily Dispatch,22
6892,Echo News,6
4643,City Times,3
2895,Sunrise Chronicle,20
9363,Insider Insights,12
1794,Press Pulse,18
5820,Press Pulse,18
1263,The Reporter,28
7020,The Informer,24
8609,The Informer,24
10384,Daily Beacon,4
3214,City Beat,2
7002,Voice of the Nation,31
1843,The Herald Tribune,23
7055,The Daily Dispatch,22
6047,Star Sentinel,19
7602,The Chronicle,21
5447,The Chronicle,21
10339,Frontline Times,9
1001,Capital Gazette,0
6411,Central Times,1
8890,Voice of the Nation,31
1104,Insider Insights,12
7446,Newsline,17
3451,Insider Insights,12
9596,Echo News,6
6781,The Reporter,28
9178,Echo News,6
5047,Metro News,13
4664,Capital Gazette,0
7574,Metro News,13
4757,Morning Star,14
10139,The Daily Dispatch,22
2881,The Insight,25
1528,Morning Star,14
990,Morning Star,14
8783,Metro News,13
2962,The Herald Tribune,23
5449,Express Tribune,8
218,Sunrise Chronicle,20
10156,The Reporter,28
10433,Times Today,29
3233,Insider Insights,12
6727,Voice of the Nation,31
8856,Insider Insights,12
4501,Newsline,17
5668,Metro News,13
10263,Newsline,17
6799,Daily Beacon,4
1946,The Observer,26
6840,Newsflash,16
4005,The Insight,25
8406,The Insight,25
1309,Star Sentinel,19
2774,Insider Insights,12
7076,Urban News,30
10155,Evening Echo,7
5795,The Reporter,28
2662,City Beat,2
6156,The Herald Tribune,23
2607,The Reporter,28
4329,Daily Digest,5
4172,City Times,3
6614,Newsflash,16
1899,Voice of the Nation,31
7546,Daily Beacon,4
2247,Central Times,1
10361,The Observer,26
6836,Newsline,17
1029,Evening Echo,7
2030,The Reporter,28
2207,City Times,3
6967,The Pulse,27
202,Daily Beacon,4
9538,The Pulse,27
5961,Newsflash,16
9752,The Insight,25
7117,City Beat,2
6161,City Times,3
2504,Voice of the Nation,31
9466,Global Gazette,10
8271,Capital Gazette,0
6596,Daily Beacon,4
8170,Newsline,17
3216,Global Insight,11
4201,Times Today,29
4192,World News Network,32
9850,Press Pulse,18
3598,Sunrise Chronicle,20
10244,The Reporter,28
5837,Urban News,30
2787,The Reporter,28
9229,The Reporter,28
8556,The Insight,25
2966,Capital Gazette,0
1433,Daily Beacon,4
328,Morning Star,14
4723,Sunrise Chronicle,20
7927,City Times,3
802,The Daily Dispatch,22
1026,Daily Digest,5
1459,Newsflash,16
5366,Newsflash,16
9673,Newsflash,16
10498,Echo News,6
2439,Capital Gazette,0
864,The Insight,25
4128,Capital Gazette,0
662,Times Today,29
8430,The Reporter,28
1220,The Reporter,28
9624,Newsline,17
8211,Frontline Times,9
4099,Morning Star,14
878,Metro News,13
5304,Sunrise Chronicle,20
92,Central Times,1
1545,Express Tribune,8
3517,Daily Beacon,4
10414,Global Gazette,10
6109,Central Times,1
6456,World News Network,32
7431,Newsline,17
9078,Sunrise Chronicle,20
8054,Insider Insights,12
5252,Global Gazette,10
219,Times Today,29
10223,Times Today,29
6802,Newsflash,16
6951,Express Tribune,8
3003,Capital Gazette,0
6855,Global Insight,11
3548,Echo News,6
2050,Newsflash,16
4210,The Pulse,27
8128,The Observer,26
4414,The Daily Dispatch,22
8825,Global Insight,11
3159,The Informer,24
6388,City Beat,2
4638,Newsline,17
5094,The Reporter,28
3223,City Beat,2
3049,The Herald Tribune,23
9536,Global Gazette,10
7081,The Chronicle,21
8901,Evening Echo,7
6219,The Daily Dispatch,22
6126,Capital Gazette,0
8063,Echo News,6
935,World News Network,32
5618,Global Insight,11
6084,The Pulse,27
9790,Daily Beacon,4
8962,Morning Star,14
1623,Newsflash,16
3385,Echo News,6
2861,The Chronicle,21
1774,Central Times,1
10308,Capital Gazette,0
8408,The Reporter,28
3250,Global Insight,11
817,The Insight,25
6440,The Insight,25
10210,The Pulse,27
4720,Urban News,30
9042,The Insight,25
9389,Morning Star,14
8117,Express Tribune,8
5469,The Insight,25
6110,The Herald Tribune,23
8916,The Insight,25
6412,Express Tribune,8
10547,Sunrise Chronicle,20
3200,Express Tribune,8
5221,Echo News,6
4626,Daily Digest,5
2996,Newsflash,16
5957,The Daily Dispatch,22
1649,National Courier,15
3416,City Times,3
3802,The Chronicle,21
6885,The Herald Tribune,23
1145,The Daily Dispatch,22
5478,Capital Gazette,0
4069,The Insight,25
6819,Echo News,6
3853,Daily Beacon,4
7179,The Informer,24
8163,The Reporter,28
6666,Frontline Times,9
1396,Newsflash,16
9540,Echo News,6
2959,The Daily Dispatch,22
9539,Star Sentinel,19
361,Newsline,17
1122,The Insight,25
10070,The Pulse,27
1821,The Pulse,27
10175,Evening Echo,7
2423,Star Sentinel,19
5242,The Daily Dispatch,22
3738,Press Pulse,18
2745,Sunrise Chronicle,20
523,The Observer,26
5381,Press Pulse,18
2007,Insider Insights,12
9706,The Reporter,28
3571,The Observer,26
1170,Urban News,30
9914,Voice of the Nation,31
7611,Central Times,1
9712,Metro News,13
8419,Times Today,29
10387,Insider Insights,12
8619,Capital Gazette,0
1074,Global Insight,11
9637,Urban News,30
7129,City Beat,2
10543,The Daily Dispatch,22
10526,Voice of the Nation,31
6239,The Informer,24
3121,Insider Insights,12
5968,Frontline Times,9
4206,The Insight,25
10102,Star Sentinel,19
6776,Press Pulse,18
3714,The Informer,24
5794,The Herald Tribune,23
7977,The Pulse,27
7639,Daily Beacon,4
1333,Evening Echo,7
8440,Times Today,29
6255,The Observer,26
1578,Evening Echo,7
4800,Central Times,1
2037,The Informer,24
8537,The Insight,25
4793,Press Pulse,18
4440,Frontline Times,9
1195,Express Tribune,8
9543,Voice of the Nation,31
5689,World News Network,32
4942,Daily Digest,5
1730,National Courier,15
2261,Frontline Times,9
2841,National Courier,15
6311,City Times,3
2113,Urban News,30
1219,Echo News,6
3259,Frontline Times,9
5599,Capital Gazette,0
7387,Times Today,29
6137,National Courier,15
3220,Echo News,6
6259,Evening Echo,7
5436,The Chronicle,21
3816,Capital Gazette,0
3890,Central Times,1
3716,Morning Star,14
7557,Evening Echo,7
2142,The Observer,26
6962,Newsline,17
2976,The Insight,25
7756,The Herald Tribune,23
2040,The Herald Tribune,23
6514,Insider Insights,12
7224,Global Gazette,10
2549,Metro News,13
4977,The Herald Tribune,23
9140,Central Times,1
2296,Star Sentinel,19
5769,Central Times,1
3685,Frontline Times,9
2420,The Insight,25
7788,Frontline Times,9
530,Daily Digest,5
8166,The Observer,26
3203,Star Sentinel,19
3891,The Reporter,28
6235,Times Today,29
4965,Insider Insights,12
5380,Newsline,17
7600,Frontline Times,9
6595,Central Times,1
2431,Voice of the Nation,31
441,The Observer,26
6767,Echo News,6
8026,Capital Gazette,0
729,The Pulse,27
5874,National Courier,15
6249,Global Insight,11
659,The Informer,24
2759,The Pulse,27
7364,Global Gazette,10
8337,Star Sentinel,19
731,Frontline Times,9
3270,Press Pulse,18
5514,Sunrise Chronicle,20
6641,Press Pulse,18
3224,National Courier,15
2402,Frontline Times,9
7306,The Insight,25
9414,Star Sentinel,19
9003,Echo News,6
721,Central Times,1
4399,Metro News,13
2098,Metro News,13
6636,Newsline,17
4728,Express Tribune,8
3022,National Courier,15
859,Sunrise Chronicle,20
1759,The Chronicle,21
8675,Express Tribune,8
4635,The Pulse,27
5929,The Insight,25
1699,The Daily Dispatch,22
1735,The Daily Dispatch,22
7128,Frontline Times,9
7427,Newsline,17
7566,Times Today,29
2163,National Courier,15
5397,Morning Star,14
9435,Voice of the Nation,31
5435,Newsflash,16
3885,Frontline Times,9
4856,Morning Star,14
6447,Press Pulse,18
960,The Informer,24
7866,Sunrise Chronicle,20
3488,The Reporter,28
1091,Express Tribune,8
5348,Insider Insights,12
2791,Evening Echo,7
1032,The Insight,25
4710,The Observer,26
10424,City Times,3
618,Sunrise Chronicle,20
3774,Insider Insights,12
3585,Echo News,6
459,Frontline Times,9
7342,Sunrise Chronicle,20
3850,Capital Gazette,0
6177,Morning Star,14
9142,Voice of the Nation,31
1916,Echo News,6
9207,World News Network,32
8533,The Daily Dispatch,22
7799,World News Network,32
4251,Times Today,29
8152,Insider Insights,12
9346,Urban News,30
2525,Global Insight,11
1370,Sunrise Chronicle,20
9370,Echo News,6
5700,Express Tribune,8
2534,The Chronicle,21
1009,Press Pulse,18
8601,Evening Echo,7
4761,Express Tribune,8
1568,World News Network,32
175,The Insight,25
5586,The Insight,25
8393,Times Today,29
3135,Frontline Times,9
3116,The Informer,24
3352,Press Pulse,18
548,The Insight,25
3679,Echo News,6
6978,Newsflash,16
6105,Star Sentinel,19
4948,The Daily Dispatch,22
5393,Urban News,30
1574,Urban News,30
2929,Daily Beacon,4
9797,Central Times,1
1110,The Daily Dispatch,22
1626,Global Insight,11
8955,Morning Star,14
5879,Newsline,17
6508,The Reporter,28
2159,City Beat,2
2183,The Chronicle,21
4032,City Beat,2
4132,Express Tribune,8
9605,Urban News,30
2360,City Times,3
6737,The Insight,25
4508,Star Sentinel,19
1679,Evening Echo,7
6774,The Insight,25
2233,Global Gazette,10
410,Echo News,6
3489,City Times,3
4623,Daily Beacon,4
2080,Urban News,30
10083,Daily Digest,5
3792,City Beat,2
2770,City Times,3
9076,Metro News,13
221,Newsflash,16
2766,Evening Echo,7
7266,City Times,3
4622,The Insight,25
8124,The Pulse,27
620,The Chronicle,21
1656,Urban News,30
7534,Sunrise Chronicle,20
6878,Express Tribune,8
1264,Newsline,17
6451,Central Times,1
4820,Morning Star,14
6470,Frontline Times,9
6523,Insider Insights,12
7840,National Courier,15
1583,City Beat,2
2017,Metro News,13
3267,Daily Beacon,4
1468,City Times,3
4395,The Insight,25
8318,The Informer,24
5218,Press Pulse,18
9270,National Courier,15
4982,The Chronicle,21
9666,Daily Digest,5
6583,Express Tribune,8
703,Voice of the Nation,31
9846,Central Times,1
10029,Echo News,6
8377,Express Tribune,8
850,Metro News,13
5039,The Informer,24
10313,The Chronicle,21
3507,Global Gazette,10
2529,Central Times,1
2872,Evening Echo,7
9214,Echo News,6
6149,National Courier,15
8512,The Chronicle,21
9895,Evening Echo,7
651,The Herald Tribune,23
4090,National Courier,15
3337,City Beat,2
3796,Morning Star,14
1221,The Observer,26
6530,The Insight,25
3477,Urban News,30
4138,City Times,3
7893,Urban News,30
4822,Evening Echo,7
3752,National Courier,15
4615,Times Today,29
4082,Capital Gazette,0
8388,Capital Gazette,0
3066,Insider Insights,12
1305,Times Today,29
3085,Frontline Times,9
5642,Newsline,17
2723,Capital Gazette,0
4849,Evening Echo,7
2879,Capital Gazette,0
2979,Morning Star,14
8848,National Courier,15
7066,Daily Beacon,4
1088,The Informer,24
8301,Star Sentinel,19
7572,The Insight,25
5178,Daily Beacon,4
1906,Daily Digest,5
2046,The Chronicle,21
6627,The Pulse,27
537,The Insight,25
2990,Daily Digest,5
3920,Evening Echo,7
10321,Capital Gazette,0
1740,Voice of the Nation,31
5866,City Beat,2
873,Press Pulse,18
3909,The Reporter,28
8463,Morning Star,14
527,The Insight,25
1369,Metro News,13
7936,Capital Gazette,0
5811,Press Pulse,18
617,Star Sentinel,19
7973,Newsline,17
879,Sunrise Chronicle,20
4105,Metro News,13
1828,Sunrise Chronicle,20
7606,Echo News,6
9306,World News Network,32
6811,Express Tribune,8
688,The Pulse,27
10097,Daily Digest,5
7186,Voice of the Nation,31
8465,The Insight,25
9754,Voice of the Nation,31
2524,The Herald Tribune,23
5470,Sunrise Chronicle,20
540,Star Sentinel,19
6075,The Daily Dispatch,22
7300,Metro News,13
10382,Star Sentinel,19
99,Global Gazette,10
6986,City Times,3
6366,Central Times,1
5034,The Informer,24
3396,Insider Insights,12
2398,Global Insight,11
1322,Daily Digest,5
6824,The Informer,24
3535,The Observer,26
9990,Newsflash,16
8480,The Insight,25
7597,Sunrise Chronicle,20
808,World News Network,32
9182,Insider Insights,12
4284,Morning Star,14
5073,World News Network,32
2587,World News Network,32
1893,Frontline Times,9
3102,Central Times,1
7368,Times Today,29
7964,Global Insight,11
10111,World News Network,32
3922,Voice of the Nation,31
7642,The Insight,25
3833,Evening Echo,7
9172,The Reporter,28
3917,National Courier,15
8335,Times Today,29
4541,Newsflash,16
4081,Insider Insights,12
1335,Metro News,13
9326,Central Times,1
1664,The Daily Dispatch,22
10397,Times Today,29
6753,Frontline Times,9
7388,Times Today,29
4594,Star Sentinel,19
5245,Central Times,1
978,Global Gazette,10
2771,The Chronicle,21
8257,The Informer,24
6685,Newsline,17
7094,Newsline,17
7691,Frontline Times,9
5351,Morning Star,14
1240,The Pulse,27
6243,Voice of the Nation,31
614,The Informer,24
1567,Sunrise Chronicle,20
8642,The Reporter,28
5768,Global Gazette,10
7982,Urban News,30
6894,Times Today,29
5407,Metro News,13
767,Express Tribune,8
10027,Global Insight,11
3795,Sunrise Chronicle,20
3197,Newsline,17
5956,Urban News,30
1555,Star Sentinel,19
4367,The Daily Dispatch,22
1495,The Informer,24
107,The Chronicle,21
7324,Global Insight,11
9878,Voice of the Nation,31
262,Central Times,1
6372,City Beat,2
6379,The Insight,25
4384,The Pulse,27
2243,The Reporter,28
52,Sunrise Chronicle,20
10519,City Times,3
7865,Frontline Times,9
4997,Evening Echo,7
8668,City Beat,2
9308,Global Gazette,10
3361,Global Insight,11
3333,The Herald Tribune,23
4949,Times Today,29
7731,The Informer,24
5650,Newsline,17
2543,Central Times,1
4647,The Pulse,27
77,The Observer,26
5400,The Observer,26
8705,Voice of the Nation,31
9544,Global Gazette,10
843,Press Pulse,18
6353,Morning Star,14
206,Newsline,17
4456,Morning Star,14
7703,The Insight,25
1327,The Informer,24
10411,National Courier,15
7148,City Beat,2
7349,Newsflash,16
7522,The Insight,25
5491,Morning Star,14
10096,Morning Star,14
12,The Informer,24
5474,Press Pulse,18
8368,The Insight,25
8252,Central Times,1
5658,City Times,3
5737,The Insight,25
10398,Global Insight,11
8083,The Reporter,28
10406,Global Gazette,10
10242,City Beat,2
6580,Daily Digest,5
10050,Press Pulse,18
7819,Metro News,13
8143,Times Today,29
2160,Capital Gazette,0
4892,Sunrise Chronicle,20
4245,City Beat,2
3016,The Chronicle,21
10532,Voice of the Nation,31
1633,Urban News,30
552,The Reporter,28
3320,Central Times,1
2265,The Insight,25
2148,Global Gazette,10
7999,Times Today,29
665,The Reporter,28
2091,Urban News,30
4438,Daily Digest,5
2016,Morning Star,14
1968,Frontline Times,9
5287,Evening Echo,7
9128,Newsflash,16
9105,City Times,3
3245,The Pulse,27
9779,The Informer,24
7841,Daily Digest,5
7134,Voice of the Nation,31
609,The Reporter,28
1228,National Courier,15
9238,Morning Star,14
457,Daily Digest,5
8154,The Chronicle,21
5583,The Pulse,27
2349,Urban News,30
10536,Urban News,30
1635,The Insight,25
5341,National Courier,15
7189,City Beat,2
6901,Metro News,13
5009,Voice of the Nation,31
6518,The Daily Dispatch,22
9744,National Courier,15
6704,The Informer,24
10423,Newsflash,16
3072,The Daily Dispatch,22
7763,Metro News,13
8478,The Daily Dispatch,22
3297,Times Today,29
7021,Star Sentinel,19
6371,Daily Digest,5
49,National Courier,15
8452,Express Tribune,8
945,The Reporter,28
5862,The Chronicle,21
5936,Central Times,1
6162,Newsflash,16
3163,The Chronicle,21
4212,Global Gazette,10
6449,Newsflash,16
3668,National Courier,15
8939,Echo News,6
9457,The Daily Dispatch,22
1157,Press Pulse,18
5734,Echo News,6
1239,The Reporter,28
4645,Times Today,29
2374,Insider Insights,12
1252,National Courier,15
7319,Evening Echo,7
3804,Capital Gazette,0
3394,City Beat,2
2479,National Courier,15
261,Times Today,29
1521,World News Network,32
8006,Daily Beacon,4
10299,Frontline Times,9
2477,World News Network,32
3358,Central Times,1
1119,The Insight,25
4704,The Observer,26
7237,Global Gazette,10
3537,The Insight,25
7909,Evening Echo,7
1454,Central Times,1
6306,The Informer,24
7419,Press Pulse,18
3510,Daily Beacon,4
7466,City Beat,2
6985,Urban News,30
8774,Urban News,30
5824,Daily Beacon,4
7057,Voice of the Nation,31
9104,Evening Echo,7
1855,Evening Echo,7
2847,The Chronicle,21
4774,The Insight,25
622,Voice of the Nation,31
4391,Global Insight,11
9740,The Chronicle,21
679,The Reporter,28
466,Central Times,1
7181,The Herald Tribune,23
6164,National Courier,15
6383,Voice of the Nation,31
8488,Central Times,1
1254,The Herald Tribune,23
2135,World News Network,32
7246,Metro News,13
1540,National Courier,15
10062,Star Sentinel,19
10071,The Informer,24
152,National Courier,15
7616,Daily Digest,5
2468,The Insight,25
6461,Newsflash,16
8444,City Beat,2
8731,Metro News,13
3265,Evening Echo,7
10151,The Insight,25
1415,Urban News,30
2172,The Insight,25
1698,The Insight,25
9109,Newsflash,16
2125,The Observer,26
5771,Metro News,13
5111,Morning Star,14
1291,The Insight,25
5980,Central Times,1
10132,Voice of the Nation,31
2957,The Daily Dispatch,22
9728,Daily Beacon,4
4461,Express Tribune,8
4874,City Times,3
5932,Frontline Times,9
6053,The Informer,24
4073,Insider Insights,12
884,Metro News,13
3449,City Beat,2
2920,Times Today,29
3699,The Pulse,27
5251,The Reporter,28
3930,The Reporter,28
1536,City Times,3
84,Times Today,29
1553,Times Today,29
4512,Global Gazette,10
6488,The Pulse,27
518,World News Network,32
7311,Metro News,13
7396,Capital Gazette,0
6417,Voice of the Nation,31
3313,Evening Echo,7
8339,Sunrise Chronicle,20
8889,The Pulse,27
2332,The Chronicle,21
287,Echo News,6
7220,Capital Gazette,0
2146,National Courier,15
3583,City Beat,2
2109,The Reporter,28
7371,The Insight,25
10528,Urban News,30
9816,Voice of the Nation,31
9131,The Insight,25
9612,Metro News,13
6883,Voice of the Nation,31
6987,Central Times,1
1514,Newsflash,16
10422,Metro News,13
7254,Daily Digest,5
4989,Global Gazette,10
6515,The Chronicle,21
2177,City Beat,2
9479,Press Pulse,18
2675,Evening Echo,7
1581,The Herald Tribune,23
1908,The Observer,26
2173,Daily Beacon,4
7183,The Observer,26
9889,Press Pulse,18
8770,Newsflash,16
2272,The Insight,25
2442,Global Insight,11
5027,The Pulse,27
4165,Capital Gazette,0
7685,Central Times,1
9952,Daily Beacon,4
3726,The Herald Tribune,23
7686,Newsflash,16
5549,Echo News,6
2633,Star Sentinel,19
4066,Global Gazette,10
325,Capital Gazette,0
8778,World News Network,32
257,Daily Beacon,4
9339,Express Tribune,8
1462,Newsflash,16
5357,Central Times,1
73,City Times,3
414,Morning Star,14
1576,Press Pulse,18
6304,Morning Star,14
9873,City Times,3
10479,Morning Star,14
2073,City Beat,2
5707,Daily Digest,5
8626,Global Gazette,10
5065,Urban News,30
2521,The Informer,24
4343,City Beat,2
5498,Express Tribune,8
3915,Newsflash,16
5679,The Herald Tribune,23
4447,The Chronicle,21
8839,Echo News,6
6832,Global Insight,11
3356,The Reporter,28
2435,The Insight,25
8106,The Chronicle,21
3553,Sunrise Chronicle,20
3992,The Informer,24
6033,Newsflash,16
1312,The Insight,25
9192,The Herald Tribune,23
7413,The Daily Dispatch,22
1061,Morning Star,14
7910,Voice of the Nation,31
6852,The Insight,25
8058,Morning Star,14
5690,Newsflash,16
8943,City Times,3
7320,The Pulse,27
2566,The Insight,25
7370,The Observer,26
4039,The Insight,25
1886,The Insight,25
3261,Star Sentinel,19
8548,World News Network,32
8302,Express Tribune,8
3459,Capital Gazette,0
657,Capital Gazette,0
5298,Morning Star,14
3188,Metro News,13
5004,Central Times,1
9606,Capital Gazette,0
35,Daily Beacon,4
646,Daily Digest,5
6690,Daily Beacon,4
1529,Daily Digest,5
8213,Times Today,29
9970,World News Network,32
1622,Morning Star,14
1485,Frontline Times,9
2915,Echo News,6
1872,Times Today,29
5017,The Herald Tribune,23
4733,The Chronicle,21
3542,City Beat,2
4307,City Beat,2
4845,The Chronicle,21
10178,Newsline,17
1822,National Courier,15
6335,Star Sentinel,19
8090,Echo News,6
2515,Daily Digest,5
4332,The Daily Dispatch,22
6676,Daily Digest,5
4101,The Reporter,28
5499,Echo News,6
4143,Urban News,30
7405,Frontline Times,9
579,World News Network,32
8813,Daily Digest,5
442,Daily Beacon,4
9341,City Beat,2
3711,Capital Gazette,0
9404,Sunrise Chronicle,20
4730,The Daily Dispatch,22
1710,Express Tribune,8
7340,Global Insight,11
7288,The Pulse,27
7053,Times Today,29
10545,World News Network,32
321,Newsflash,16
4627,The Daily Dispatch,22
754,City Times,3
7780,Capital Gazette,0
4850,Star Sentinel,19
5308,The Observer,26
2275,City Beat,2
994,The Daily Dispatch,22
8673,The Herald Tribune,23
1086,National Courier,15
8405,Global Insight,11
6226,Frontline Times,9
4141,Echo News,6
835,Capital Gazette,0
5118,Daily Digest,5
2452,City Times,3
7856,The Reporter,28
7505,Central Times,1
3334,Metro News,13
4873,World News Network,32
4810,The Reporter,28
8996,Central Times,1
2836,Sunrise Chronicle,20
7653,Sunrise Chronicle,20
3052,Urban News,30
1466,Daily Beacon,4
10171,The Observer,26
314,Daily Beacon,4
7422,Global Insight,11
3502,Star Sentinel,19
2511,Central Times,1
4013,Global Insight,11
333,The Herald Tribune,23
5062,Morning Star,14
36,Daily Digest,5
6564,City Beat,2
8061,Sunrise Chronicle,20
6142,National Courier,15
105,Express Tribune,8
6006,Urban News,30
8888,Newsflash,16
1744,Voice of the Nation,31
1053,Global Insight,11
9504,Daily Beacon,4
6953,The Pulse,27
1069,World News Network,32
7563,Capital Gazette,0
4973,City Times,3
3432,City Times,3
7813,Central Times,1
9438,Global Insight,11
1324,The Observer,26
7184,City Times,3
9805,Global Insight,11
1666,The Herald Tribune,23
6150,The Informer,24
8087,The Pulse,27
9786,Daily Beacon,4
8968,The Chronicle,21
9576,Daily Digest,5
504,Newsline,17
3290,The Herald Tribune,23
5989,National Courier,15
8672,Newsflash,16
2801,Urban News,30
5780,Frontline Times,9
8118,Morning Star,14
10358,The Herald Tribune,23
1820,Echo News,6
3628,Star Sentinel,19
1609,Star Sentinel,19
2350,Central Times,1
5092,The Daily Dispatch,22
10551,Urban News,30
9566,Daily Digest,5
9745,Daily Beacon,4
946,Echo News,6
8729,Frontline Times,9
6884,Echo News,6
3486,The Insight,25
3371,Times Today,29
976,National Courier,15
6209,The Chronicle,21
5644,Echo News,6
8474,Sunrise Chronicle,20
4752,Echo News,6
274,Sunrise Chronicle,20
3847,The Insight,25
5566,The Observer,26
1183,The Pulse,27
3876,Sunrise Chronicle,20
6102,The Insight,25
1359,Metro News,13
9851,Frontline Times,9
5990,The Chronicle,21
9751,Morning Star,14
7804,Echo News,6
1731,Metro News,13
5550,Global Gazette,10
8526,Daily Beacon,4
8690,Evening Echo,7
10176,Echo News,6
710,The Informer,24
5738,Capital Gazette,0
10008,Global Gazette,10
6059,Capital Gazette,0
4974,Evening Echo,7
5704,National Courier,15
4191,The Reporter,28
6396,Capital Gazette,0
9137,Star Sentinel,19
7915,National Courier,15
7995,Daily Beacon,4
7106,World News Network,32
2034,Global Gazette,10
7671,The Informer,24
2602,Newsflash,16
6766,Daily Beacon,4
8121,Metro News,13
392,The Reporter,28
6165,Sunrise Chronicle,20
7985,The Insight,25
2870,Global Gazette,10
1414,Daily Digest,5
6158,Sunrise Chronicle,20
758,The Insight,25
8615,Capital Gazette,0
7519,Frontline Times,9
888,The Insight,25
4480,Times Today,29
1041,The Herald Tribune,23
1276,The Informer,24
9065,Urban News,30
7925,The Insight,25
3603,Morning Star,14
6971,Frontline Times,9
5930,Press Pulse,18
376,Central Times,1
3504,Newsline,17
9483,Times Today,29
242,Insider Insights,12
3384,The Reporter,28
1741,Morning Star,14
2668,Newsflash,16
