ID,Valores,Valores_codificados
107,REAL,1
7324,FAKE,0
9878,FAKE,0
262,REAL,1
6372,FAKE,0
6379,FAKE,0
4384,REAL,1
2243,REAL,1
52,REAL,1
10519,FAKE,0
7865,FAKE,0
4997,REAL,1
8668,FAKE,0
9308,FAKE,0
3361,REAL,1
3333,REAL,1
4949,REAL,1
7731,FAKE,0
5650,FAKE,0
2543,REAL,1
4647,REAL,1
77,REAL,1
5400,FAKE,0
8705,FAKE,0
9544,FAKE,0
843,REAL,1
6353,FAKE,0
206,REAL,1
4456,REAL,1
7703,FAKE,0
1327,REAL,1
10411,FAKE,0
7148,FAKE,0
7349,FAKE,0
7522,FAKE,0
5491,FAKE,0
10096,FAKE,0
12,REAL,1
5474,FAKE,0
8368,FAKE,0
8252,FAKE,0
5658,FAKE,0
5737,FAKE,0
10398,FAKE,0
8083,FAKE,0
10406,FAKE,0
10242,FAKE,0
6580,FAKE,0
10050,FAKE,0
7819,FAKE,0
8143,FAKE,0
2160,REAL,1
4892,REAL,1
4245,REAL,1
3016,REAL,1
10532,FAKE,0
1633,REAL,1
552,REAL,1
3320,REAL,1
2265,REAL,1
2148,REAL,1
7999,FAKE,0
665,REAL,1
2091,REAL,1
4438,REAL,1
2016,REAL,1
1968,REAL,1
5287,FAKE,0
9128,FAKE,0
9105,FAKE,0
3245,REAL,1
9779,FAKE,0
7841,FAKE,0
7134,FAKE,0
609,REAL,1
1228,REAL,1
9238,FAKE,0
457,REAL,1
8154,FAKE,0
5583,FAKE,0
2349,REAL,1
10536,FAKE,0
1635,REAL,1
5341,FAKE,0
7189,FAKE,0
6901,FAKE,0
5009,REAL,1
6518,FAKE,0
9744,FAKE,0
6704,FAKE,0
10423,FAKE,0
3072,REAL,1
7763,FAKE,0
8478,FAKE,0
3297,REAL,1
7021,FAKE,0
6371,FAKE,0
49,REAL,1
8452,FAKE,0
945,REAL,1
5862,FAKE,0
5936,FAKE,0
6162,FAKE,0
3163,REAL,1
4212,REAL,1
6449,FAKE,0
3668,REAL,1
8939,FAKE,0
9457,FAKE,0
1157,REAL,1
5734,FAKE,0
1239,REAL,1
4645,REAL,1
2374,REAL,1
1252,REAL,1
7319,FAKE,0
3804,REAL,1
3394,REAL,1
2479,REAL,1
261,REAL,1
1521,REAL,1
8006,FAKE,0
10299,FAKE,0
2477,REAL,1
3358,REAL,1
1119,REAL,1
4704,REAL,1
7237,FAKE,0
3537,REAL,1
7909,FAKE,0
1454,REAL,1
6306,FAKE,0
7419,FAKE,0
3510,REAL,1
7466,FAKE,0
6985,FAKE,0
8774,FAKE,0
5824,FAKE,0
7057,FAKE,0
9104,FAKE,0
1855,REAL,1
2847,REAL,1
4774,REAL,1
622,REAL,1
4391,REAL,1
9740,FAKE,0
679,REAL,1
466,REAL,1
7181,FAKE,0
6164,FAKE,0
6383,FAKE,0
8488,FAKE,0
1254,REAL,1
2135,REAL,1
7246,FAKE,0
1540,REAL,1
10062,FAKE,0
10071,FAKE,0
152,REAL,1
7616,FAKE,0
2468,REAL,1
6461,FAKE,0
8444,FAKE,0
8731,FAKE,0
3265,REAL,1
10151,FAKE,0
1415,REAL,1
2172,REAL,1
1698,REAL,1
9109,FAKE,0
2125,REAL,1
5771,FAKE,0
5111,REAL,1
1291,REAL,1
5980,FAKE,0
10132,FAKE,0
2957,REAL,1
9728,FAKE,0
4461,REAL,1
4874,REAL,1
5932,FAKE,0
6053,FAKE,0
4073,REAL,1
884,REAL,1
3449,REAL,1
2920,REAL,1
3699,REAL,1
5251,REAL,1
3930,REAL,1
1536,REAL,1
84,REAL,1
1553,REAL,1
4512,REAL,1
6488,FAKE,0
518,REAL,1
7311,FAKE,0
7396,FAKE,0
6417,FAKE,0
3313,REAL,1
8339,FAKE,0
8889,FAKE,0
2332,REAL,1
287,REAL,1
7220,FAKE,0
2146,REAL,1
3583,REAL,1
2109,REAL,1
7371,FAKE,0
10528,FAKE,0
9816,FAKE,0
9131,FAKE,0
9612,FAKE,0
6883,FAKE,0
6987,FAKE,0
1514,REAL,1
10422,FAKE,0
7254,FAKE,0
4989,REAL,1
6515,FAKE,0
2177,REAL,1
9479,FAKE,0
2675,REAL,1
1581,REAL,1
1908,REAL,1
2173,REAL,1
7183,FAKE,0
9889,FAKE,0
8770,FAKE,0
2272,REAL,1
2442,REAL,1
5027,REAL,1
4165,REAL,1
7685,FAKE,0
9952,FAKE,0
3726,REAL,1
7686,FAKE,0
5549,FAKE,0
2633,REAL,1
4066,REAL,1
325,REAL,1
8778,FAKE,0
257,REAL,1
9339,FAKE,0
1462,REAL,1
5357,FAKE,0
73,REAL,1
414,REAL,1
1576,REAL,1
6304,FAKE,0
9873,FAKE,0
10479,FAKE,0
2073,REAL,1
5707,FAKE,0
8626,FAKE,0
5065,REAL,1
2521,REAL,1
4343,REAL,1
5498,FAKE,0
3915,REAL,1
5679,FAKE,0
4447,REAL,1
8839,FAKE,0
6832,FAKE,0
3356,REAL,1
2435,REAL,1
8106,FAKE,0
3553,REAL,1
3992,REAL,1
6033,FAKE,0
1312,REAL,1
9192,FAKE,0
7413,FAKE,0
1061,REAL,1
7910,FAKE,0
6852,FAKE,0
8058,FAKE,0
5690,FAKE,0
8943,FAKE,0
7320,FAKE,0
2566,REAL,1
7370,FAKE,0
4039,REAL,1
1886,REAL,1
3261,REAL,1
8548,FAKE,0
8302,FAKE,0
3459,REAL,1
657,REAL,1
5298,FAKE,0
3188,REAL,1
5004,REAL,1
9606,FAKE,0
35,REAL,1
646,REAL,1
6690,FAKE,0
1529,REAL,1
8213,FAKE,0
9970,FAKE,0
1622,REAL,1
1485,REAL,1
2915,REAL,1
1872,REAL,1
5017,REAL,1
4733,REAL,1
3542,REAL,1
4307,REAL,1
4845,REAL,1
10178,FAKE,0
1822,REAL,1
6335,FAKE,0
8090,FAKE,0
2515,REAL,1
4332,REAL,1
6676,FAKE,0
4101,REAL,1
5499,FAKE,0
4143,REAL,1
7405,FAKE,0
579,REAL,1
8813,FAKE,0
442,REAL,1
9341,FAKE,0
3711,REAL,1
9404,FAKE,0
4730,REAL,1
1710,REAL,1
7340,FAKE,0
7288,FAKE,0
7053,FAKE,0
10545,FAKE,0
321,REAL,1
4627,REAL,1
754,REAL,1
7780,FAKE,0
4850,REAL,1
5308,FAKE,0
2275,REAL,1
994,REAL,1
8673,FAKE,0
1086,REAL,1
8405,FAKE,0
6226,FAKE,0
4141,REAL,1
835,REAL,1
5118,REAL,1
2452,REAL,1
7856,FAKE,0
7505,FAKE,0
3334,REAL,1
4873,REAL,1
4810,REAL,1
8996,FAKE,0
2836,REAL,1
7653,FAKE,0
3052,REAL,1
1466,REAL,1
10171,FAKE,0
314,REAL,1
7422,FAKE,0
3502,REAL,1
2511,REAL,1
4013,REAL,1
333,REAL,1
5062,REAL,1
36,REAL,1
6564,FAKE,0
8061,FAKE,0
6142,FAKE,0
105,REAL,1
6006,FAKE,0
8888,FAKE,0
1744,REAL,1
1053,REAL,1
9504,FAKE,0
6953,FAKE,0
1069,REAL,1
7563,FAKE,0
4973,REAL,1
3432,REAL,1
7813,FAKE,0
9438,FAKE,0
1324,REAL,1
7184,FAKE,0
9805,FAKE,0
1666,REAL,1
6150,FAKE,0
8087,FAKE,0
9786,FAKE,0
8968,FAKE,0
9576,FAKE,0
504,REAL,1
3290,REAL,1
5989,FAKE,0
8672,FAKE,0
2801,REAL,1
5780,FAKE,0
8118,FAKE,0
10358,FAKE,0
1820,REAL,1
3628,REAL,1
1609,REAL,1
2350,REAL,1
5092,REAL,1
10551,FAKE,0
9566,FAKE,0
9745,FAKE,0
946,REAL,1
8729,FAKE,0
6884,FAKE,0
3486,REAL,1
3371,REAL,1
976,REAL,1
6209,FAKE,0
5644,FAKE,0
8474,FAKE,0
4752,REAL,1
274,REAL,1
3847,REAL,1
5566,FAKE,0
1183,REAL,1
3876,REAL,1
6102,FAKE,0
1359,REAL,1
9851,FAKE,0
5990,FAKE,0
9751,FAKE,0
7804,FAKE,0
1731,REAL,1
5550,FAKE,0
8526,FAKE,0
8690,FAKE,0
10176,FAKE,0
710,REAL,1
5738,FAKE,0
10008,FAKE,0
6059,FAKE,0
4974,REAL,1
5704,FAKE,0
4191,REAL,1
6396,FAKE,0
9137,FAKE,0
7915,FAKE,0
7995,FAKE,0
7106,FAKE,0
2034,REAL,1
7671,FAKE,0
2602,REAL,1
6766,FAKE,0
8121,FAKE,0
392,REAL,1
6165,FAKE,0
7985,FAKE,0
2870,REAL,1
1414,REAL,1
6158,FAKE,0
758,REAL,1
8615,FAKE,0
7519,FAKE,0
888,REAL,1
4480,REAL,1
1041,REAL,1
1276,REAL,1
9065,FAKE,0
7925,FAKE,0
3603,REAL,1
6971,FAKE,0
5930,FAKE,0
376,REAL,1
3504,REAL,1
9483,FAKE,0
242,REAL,1
3384,REAL,1
1741,REAL,1
2668,REAL,1
593,REAL,1
2373,REAL,1
8285,FAKE,0
10261,FAKE,0
8842,FAKE,0
3316,REAL,1
5021,REAL,1
1202,REAL,1
7777,FAKE,0
3655,REAL,1
9843,FAKE,0
5172,REAL,1
4058,REAL,1
9379,FAKE,0
4084,REAL,1
6945,FAKE,0
5193,REAL,1
5271,REAL,1
3756,REAL,1
8450,FAKE,0
2023,REAL,1
1683,REAL,1
7078,FAKE,0
8935,FAKE,0
8511,FAKE,0
106,REAL,1
7874,FAKE,0
7491,FAKE,0
3797,REAL,1
6314,FAKE,0
2425,REAL,1
6200,FAKE,0
532,REAL,1
8116,FAKE,0
7487,FAKE,0
373,REAL,1
4967,REAL,1
2906,REAL,1
306,REAL,1
5661,FAKE,0
8520,FAKE,0
8338,FAKE,0
1554,REAL,1
10523,FAKE,0
7651,FAKE,0
10221,FAKE,0
8769,FAKE,0
9422,FAKE,0
6125,FAKE,0
10353,FAKE,0
5740,FAKE,0
3036,REAL,1
2782,REAL,1
5938,FAKE,0
9995,FAKE,0
1478,REAL,1
4531,REAL,1
4616,REAL,1
4402,REAL,1
5343,FAKE,0
4124,REAL,1
1045,REAL,1
6697,FAKE,0
7279,FAKE,0
7215,FAKE,0
824,REAL,1
9353,FAKE,0
2760,REAL,1
761,REAL,1
1398,REAL,1
8287,FAKE,0
6929,FAKE,0
1467,REAL,1
4888,REAL,1
6684,FAKE,0
1511,REAL,1
3568,REAL,1
5548,FAKE,0
10047,FAKE,0
2885,REAL,1
4903,REAL,1
237,REAL,1
1184,REAL,1
6254,FAKE,0
8899,FAKE,0
9562,FAKE,0
6199,FAKE,0
4309,REAL,1
3735,REAL,1
7644,FAKE,0
1243,REAL,1
8719,FAKE,0
1928,REAL,1
9006,FAKE,0
10386,FAKE,0
642,REAL,1
1442,REAL,1
660,REAL,1
480,REAL,1
5164,REAL,1
5904,FAKE,0
10342,FAKE,0
629,REAL,1
8743,FAKE,0
7969,FAKE,0
4575,REAL,1
557,REAL,1
470,REAL,1
10290,FAKE,0
2491,REAL,1
5318,FAKE,0
10049,FAKE,0
9938,FAKE,0
6146,FAKE,0
7632,FAKE,0
6502,FAKE,0
6181,FAKE,0
5534,FAKE,0
7231,FAKE,0
7269,FAKE,0
2165,REAL,1
4846,REAL,1
6848,FAKE,0
7198,FAKE,0
8050,FAKE,0
2659,REAL,1
3199,REAL,1
2986,REAL,1
8313,FAKE,0
9395,FAKE,0
5744,FAKE,0
3298,REAL,1
10202,FAKE,0
9252,FAKE,0
10319,FAKE,0
4153,REAL,1
5042,REAL,1
2927,REAL,1
10249,FAKE,0
3875,REAL,1
4346,REAL,1
5647,FAKE,0
8349,FAKE,0
555,REAL,1
3292,REAL,1
5571,FAKE,0
7045,FAKE,0
9897,FAKE,0
3588,REAL,1
10399,FAKE,0
3515,REAL,1
1572,REAL,1
5669,FAKE,0
8251,FAKE,0
8875,FAKE,0
9373,FAKE,0
4640,REAL,1
5558,FAKE,0
2903,REAL,1
6747,FAKE,0
9686,FAKE,0
9087,FAKE,0
2209,REAL,1
422,REAL,1
1956,REAL,1
2474,REAL,1
8072,FAKE,0
149,REAL,1
4074,REAL,1
1873,REAL,1
8629,FAKE,0
4171,REAL,1
565,REAL,1
6202,FAKE,0
3734,REAL,1
1999,REAL,1
1851,REAL,1
1682,REAL,1
7826,FAKE,0
8570,FAKE,0
1365,REAL,1
26,REAL,1
10332,FAKE,0
5958,FAKE,0
2038,REAL,1
10264,FAKE,0
6081,FAKE,0
2767,REAL,1
6332,FAKE,0
8002,FAKE,0
8451,FAKE,0
6185,FAKE,0
5269,REAL,1
2271,REAL,1
2013,REAL,1
1308,REAL,1
9988,FAKE,0
4611,REAL,1
1651,REAL,1
774,REAL,1
9881,FAKE,0
7068,FAKE,0
542,REAL,1
6439,FAKE,0
6229,FAKE,0
3075,REAL,1
5782,FAKE,0
6427,FAKE,0
2563,REAL,1
5069,REAL,1
1031,REAL,1
8841,FAKE,0
7767,FAKE,0
6070,FAKE,0
4253,REAL,1
2865,REAL,1
4766,REAL,1
434,REAL,1
5194,REAL,1
5907,FAKE,0
2254,REAL,1
4968,REAL,1
4781,REAL,1
6925,FAKE,0
9420,FAKE,0
4472,REAL,1
436,REAL,1
4731,REAL,1
8138,FAKE,0
669,REAL,1
8279,FAKE,0
3621,REAL,1
857,REAL,1
25,REAL,1
1249,REAL,1
3293,REAL,1
649,REAL,1
4503,REAL,1
1330,REAL,1
8348,FAKE,0
8686,FAKE,0
4319,REAL,1
3490,REAL,1
939,REAL,1
10464,FAKE,0
5196,REAL,1
890,REAL,1
3609,REAL,1
2584,REAL,1
2155,REAL,1
8269,FAKE,0
4282,REAL,1
913,REAL,1
3362,REAL,1
133,REAL,1
5713,FAKE,0
3014,REAL,1
9015,FAKE,0
1128,REAL,1
8998,FAKE,0
4513,REAL,1
9912,FAKE,0
4387,REAL,1
9602,FAKE,0
8040,FAKE,0
2734,REAL,1
3332,REAL,1
1941,REAL,1
6182,FAKE,0
7766,FAKE,0
3392,REAL,1
9460,FAKE,0
4241,REAL,1
6011,FAKE,0
2388,REAL,1
1477,REAL,1
6719,FAKE,0
10196,FAKE,0
3931,REAL,1
9526,FAKE,0
391,REAL,1
9246,FAKE,0
9820,FAKE,0
7888,FAKE,0
5129,REAL,1
5518,FAKE,0
7987,FAKE,0
9285,FAKE,0
8412,FAKE,0
3080,REAL,1
9678,FAKE,0
5764,FAKE,0
8418,FAKE,0
7920,FAKE,0
9677,FAKE,0
7123,FAKE,0
2112,REAL,1
1350,REAL,1
3647,REAL,1
7575,FAKE,0
1142,REAL,1
6889,FAKE,0
10455,FAKE,0
848,REAL,1
3503,REAL,1
8789,FAKE,0
6395,FAKE,0
6163,FAKE,0
8115,FAKE,0
5013,REAL,1
9837,FAKE,0
4063,REAL,1
922,REAL,1
5255,REAL,1
2476,REAL,1
8602,FAKE,0
3672,REAL,1
3011,REAL,1
5996,FAKE,0
8750,FAKE,0
7476,FAKE,0
5276,REAL,1
4313,REAL,1
2571,REAL,1
4951,REAL,1
1879,REAL,1
5729,FAKE,0
6952,FAKE,0
8003,FAKE,0
7235,FAKE,0
4004,REAL,1
5577,FAKE,0
2168,REAL,1
6568,FAKE,0
285,REAL,1
1016,REAL,1
9083,FAKE,0
4755,REAL,1
9049,FAKE,0
8315,FAKE,0
3439,REAL,1
3241,REAL,1
295,REAL,1
9522,FAKE,0
4301,REAL,1
2490,REAL,1
7142,FAKE,0
2743,REAL,1
5966,FAKE,0
9591,FAKE,0
120,REAL,1
10197,FAKE,0
4998,REAL,1
9108,FAKE,0
4956,REAL,1
2981,REAL,1
2206,REAL,1
2501,REAL,1
2433,REAL,1
1482,REAL,1
6772,FAKE,0
3483,REAL,1
2739,REAL,1
2235,REAL,1
4939,REAL,1
1412,REAL,1
920,REAL,1
5515,FAKE,0
5096,REAL,1
6716,FAKE,0
10475,FAKE,0
1408,REAL,1
6342,FAKE,0
8111,FAKE,0
380,REAL,1
1513,REAL,1
2804,REAL,1
2185,REAL,1
4001,REAL,1
9502,FAKE,0
9981,FAKE,0
9904,FAKE,0
4495,REAL,1
9069,FAKE,0
6556,FAKE,0
2274,REAL,1
9455,FAKE,0
3724,REAL,1
420,REAL,1
3604,REAL,1
3747,REAL,1
9661,FAKE,0
6281,FAKE,0
2730,REAL,1
3390,REAL,1
7569,FAKE,0
6338,FAKE,0
4510,REAL,1
3654,REAL,1
7088,FAKE,0
3903,REAL,1
9365,FAKE,0
59,REAL,1
3395,REAL,1
3207,REAL,1
5540,FAKE,0
839,REAL,1
5841,FAKE,0
2487,REAL,1
6262,FAKE,0
5675,FAKE,0
4135,REAL,1
7543,FAKE,0
1209,REAL,1
7536,FAKE,0
9124,FAKE,0
575,REAL,1
4232,REAL,1
5702,FAKE,0
1040,REAL,1
1191,REAL,1
7659,FAKE,0
3446,REAL,1
1639,REAL,1
556,REAL,1
2670,REAL,1
2318,REAL,1
9220,FAKE,0
3149,REAL,1
5257,REAL,1
9161,FAKE,0
9149,FAKE,0
1856,REAL,1
3543,REAL,1
7257,FAKE,0
8291,FAKE,0
9349,FAKE,0
4017,REAL,1
8967,FAKE,0
6144,FAKE,0
8603,FAKE,0
220,REAL,1
7851,FAKE,0
5090,REAL,1
3725,REAL,1
9451,FAKE,0
8807,FAKE,0
2666,REAL,1
3172,REAL,1
782,REAL,1
1317,REAL,1
5756,FAKE,0
8897,FAKE,0
8022,FAKE,0
4238,REAL,1
2886,REAL,1
2348,REAL,1
3753,REAL,1
6232,FAKE,0
7149,FAKE,0
6668,FAKE,0
5873,FAKE,0
3383,REAL,1
10553,FAKE,0
574,REAL,1
10112,FAKE,0
5950,FAKE,0
2667,REAL,1
39,REAL,1
4612,REAL,1
6292,FAKE,0
3169,REAL,1
7682,FAKE,0
4969,REAL,1
2630,REAL,1
7679,FAKE,0
6779,FAKE,0
6869,FAKE,0
9445,FAKE,0
4295,REAL,1
374,REAL,1
10182,FAKE,0
4345,REAL,1
9792,FAKE,0
2224,REAL,1
4008,REAL,1
4897,REAL,1
398,REAL,1
7035,FAKE,0
8893,FAKE,0
9323,FAKE,0
7176,FAKE,0
474,REAL,1
2379,REAL,1
1160,REAL,1
6710,FAKE,0
4753,REAL,1
9045,FAKE,0
1824,REAL,1
9922,FAKE,0
8793,FAKE,0
1234,REAL,1
1256,REAL,1
7974,FAKE,0
6898,FAKE,0
9091,FAKE,0
8308,FAKE,0
7539,FAKE,0
243,REAL,1
7496,FAKE,0
4624,REAL,1
2520,REAL,1
9298,FAKE,0
2391,REAL,1
7301,FAKE,0
7250,FAKE,0
10477,FAKE,0
4926,REAL,1
8008,FAKE,0
3244,REAL,1
9436,FAKE,0
9106,FAKE,0
7887,FAKE,0
7120,FAKE,0
7978,FAKE,0
2827,REAL,1
8529,FAKE,0
8126,FAKE,0
3511,REAL,1
1788,REAL,1
2940,REAL,1
7683,FAKE,0
4420,REAL,1
8991,FAKE,0
6922,FAKE,0
3122,REAL,1
2101,REAL,1
88,REAL,1
5409,FAKE,0
5376,FAKE,0
319,REAL,1
3068,REAL,1
3028,REAL,1
6099,FAKE,0
6088,FAKE,0
3732,REAL,1
9627,FAKE,0
7358,FAKE,0
2718,REAL,1
8580,FAKE,0
4801,REAL,1
8365,FAKE,0
8361,FAKE,0
3531,REAL,1
7923,FAKE,0
9208,FAKE,0
630,REAL,1
1971,REAL,1
4444,REAL,1
9599,FAKE,0
2984,REAL,1
1830,REAL,1
8198,FAKE,0
4520,REAL,1
2555,REAL,1
5792,FAKE,0
10311,FAKE,0
3952,REAL,1
3431,REAL,1
949,REAL,1
37,REAL,1
19,REAL,1
3187,REAL,1
5299,FAKE,0
10222,FAKE,0
1703,REAL,1
10440,FAKE,0
1725,REAL,1
2105,REAL,1
5781,FAKE,0
10163,FAKE,0
411,REAL,1
5972,FAKE,0
1647,REAL,1
10064,FAKE,0
3800,REAL,1
2246,REAL,1
10480,FAKE,0
5372,FAKE,0
8865,FAKE,0
5759,FAKE,0
1859,REAL,1
6051,FAKE,0
4604,REAL,1
5443,FAKE,0
8176,FAKE,0
9831,FAKE,0
430,REAL,1
709,REAL,1
765,REAL,1
8333,FAKE,0
5620,FAKE,0
3157,REAL,1
8585,FAKE,0
190,REAL,1
786,REAL,1
6759,FAKE,0
2702,REAL,1
6979,FAKE,0
5403,FAKE,0
3719,REAL,1
6807,FAKE,0
6282,FAKE,0
4828,REAL,1
7689,FAKE,0
1258,REAL,1
8047,FAKE,0
1316,REAL,1
5077,REAL,1
9649,FAKE,0
7618,FAKE,0
6370,FAKE,0
5076,REAL,1
2409,REAL,1
9513,FAKE,0
9672,FAKE,0
2454,REAL,1
289,REAL,1
3617,REAL,1
644,REAL,1
1314,REAL,1
3176,REAL,1
9355,FAKE,0
5517,FAKE,0
3283,REAL,1
5559,FAKE,0
3620,REAL,1
2568,REAL,1
9127,FAKE,0
8680,FAKE,0
4607,REAL,1
4836,REAL,1
7479,FAKE,0
8662,FAKE,0
6023,FAKE,0
6401,FAKE,0
4435,REAL,1
6800,FAKE,0
5046,REAL,1
7619,FAKE,0
5897,FAKE,0
2114,REAL,1
7477,FAKE,0
10465,FAKE,0
1395,REAL,1
10495,FAKE,0
6817,FAKE,0
4564,REAL,1
9906,FAKE,0
4857,REAL,1
9017,FAKE,0
1632,REAL,1
2694,REAL,1
573,REAL,1
8262,FAKE,0
7143,FAKE,0
1401,REAL,1
6782,FAKE,0
3674,REAL,1
2,REAL,1
6444,FAKE,0
4064,REAL,1
6250,FAKE,0
813,REAL,1
6931,FAKE,0
2061,REAL,1
9452,FAKE,0
1815,REAL,1
9374,FAKE,0
2756,REAL,1
10430,FAKE,0
9670,FAKE,0
7450,FAKE,0
1995,REAL,1
2933,REAL,1
3973,REAL,1
9315,FAKE,0
1378,REAL,1
9658,FAKE,0
7976,FAKE,0
4035,REAL,1
5110,REAL,1
6846,FAKE,0
1844,REAL,1
6305,FAKE,0
1144,REAL,1
9240,FAKE,0
8667,FAKE,0
7329,FAKE,0
5333,FAKE,0
4389,REAL,1
2594,REAL,1
6108,FAKE,0
1678,REAL,1
3857,REAL,1
6773,FAKE,0
1575,REAL,1
2970,REAL,1
195,REAL,1
7926,FAKE,0
6827,FAKE,0
7594,FAKE,0
3815,REAL,1
8843,FAKE,0
2944,REAL,1
1282,REAL,1
8447,FAKE,0
1658,REAL,1
7334,FAKE,0
8481,FAKE,0
3824,REAL,1
4288,REAL,1
5698,FAKE,0
8947,FAKE,0
7286,FAKE,0
1302,REAL,1
10491,FAKE,0
7896,FAKE,0
9459,FAKE,0
5633,FAKE,0
6823,FAKE,0
2212,REAL,1
2299,REAL,1
4007,REAL,1
5353,FAKE,0
8746,FAKE,0
886,REAL,1
7568,FAKE,0
9224,FAKE,0
9442,FAKE,0
6630,FAKE,0
559,REAL,1
1739,REAL,1
3296,REAL,1
7770,FAKE,0
4941,REAL,1
2383,REAL,1
9236,FAKE,0
631,REAL,1
9515,FAKE,0
8209,FAKE,0
341,REAL,1
9159,FAKE,0
3491,REAL,1
5412,FAKE,0
9430,FAKE,0
7321,FAKE,0
7726,FAKE,0
1584,REAL,1
4677,REAL,1
5181,REAL,1
2982,REAL,1
9700,FAKE,0
2936,REAL,1
4140,REAL,1
9467,FAKE,0
9255,FAKE,0
6867,FAKE,0
7514,FAKE,0
9225,FAKE,0
4156,REAL,1
3025,REAL,1
428,REAL,1
1696,REAL,1
1372,REAL,1
2324,REAL,1
9558,FAKE,0
7122,FAKE,0
6930,FAKE,0
8734,FAKE,0
4458,REAL,1
10245,FAKE,0
5806,FAKE,0
7230,FAKE,0
3405,REAL,1
6751,FAKE,0
3464,REAL,1
4209,REAL,1
4249,REAL,1
1888,REAL,1
8434,FAKE,0
1496,REAL,1
5523,FAKE,0
6298,FAKE,0
5167,REAL,1
3047,REAL,1
2294,REAL,1
6385,FAKE,0
4028,REAL,1
635,REAL,1
9476,FAKE,0
2227,REAL,1
5746,FAKE,0
5627,FAKE,0
5584,FAKE,0
9946,FAKE,0
8586,FAKE,0
4644,REAL,1
3596,REAL,1
10072,FAKE,0
549,REAL,1
910,REAL,1
6554,FAKE,0
8700,FAKE,0
3110,REAL,1
4474,REAL,1
3492,REAL,1
1587,REAL,1
311,REAL,1
1346,REAL,1
7734,FAKE,0
1362,REAL,1
5418,FAKE,0
461,REAL,1
560,REAL,1
7464,FAKE,0
132,REAL,1
10055,FAKE,0
8566,FAKE,0
8826,FAKE,0
7959,FAKE,0
1758,REAL,1
10542,FAKE,0
5993,FAKE,0
7307,FAKE,0
10148,FAKE,0
3344,REAL,1
1863,REAL,1
5324,FAKE,0
7531,FAKE,0
8158,FAKE,0
8593,FAKE,0
5191,REAL,1
282,REAL,1
4821,REAL,1
5902,FAKE,0
5886,FAKE,0
2033,REAL,1
4557,REAL,1
238,REAL,1
6628,FAKE,0
1674,REAL,1
5086,REAL,1
6373,FAKE,0
5834,FAKE,0
473,REAL,1
6520,FAKE,0
4598,REAL,1
76,REAL,1
4041,REAL,1
4094,REAL,1
10022,FAKE,0
9380,FAKE,0
5204,REAL,1
7897,FAKE,0
10497,FAKE,0
10240,FAKE,0
7555,FAKE,0
5024,REAL,1
7784,FAKE,0
8535,FAKE,0
10322,FAKE,0
4127,REAL,1
8864,FAKE,0
4832,REAL,1
7518,FAKE,0
8665,FAKE,0
3319,REAL,1
8156,FAKE,0
904,REAL,1
4442,REAL,1
4578,REAL,1
6036,FAKE,0
1253,REAL,1
8946,FAKE,0
10032,FAKE,0
1367,REAL,1
6096,FAKE,0
1430,REAL,1
707,REAL,1
4646,REAL,1
279,REAL,1
7941,FAKE,0
9470,FAKE,0
2459,REAL,1
8857,FAKE,0
6866,FAKE,0
3191,REAL,1
1149,REAL,1
8659,FAKE,0
9862,FAKE,0
2875,REAL,1
1704,REAL,1
9082,FAKE,0
5910,FAKE,0
3479,REAL,1
9490,FAKE,0
6847,FAKE,0
4809,REAL,1
6193,FAKE,0
5884,FAKE,0
3379,REAL,1
9272,FAKE,0
595,REAL,1
8464,FAKE,0
3473,REAL,1
3286,REAL,1
8165,FAKE,0
3984,REAL,1
5494,FAKE,0
7273,FAKE,0
1268,REAL,1
10160,FAKE,0
8228,FAKE,0
3053,REAL,1
3649,REAL,1
395,REAL,1
254,REAL,1
388,REAL,1
4057,REAL,1
122,REAL,1
8565,FAKE,0
7287,FAKE,0
799,REAL,1
6052,FAKE,0
1493,REAL,1
5300,FAKE,0
8661,FAKE,0
1814,REAL,1
4098,REAL,1
8542,FAKE,0
1057,REAL,1
296,REAL,1
8500,FAKE,0
8270,FAKE,0
1163,REAL,1
7884,FAKE,0
6629,FAKE,0
1391,REAL,1
444,REAL,1
5913,FAKE,0
7773,FAKE,0
9530,FAKE,0
8870,FAKE,0
744,REAL,1
7806,FAKE,0
8362,FAKE,0
4839,REAL,1
955,REAL,1
6368,FAKE,0
10505,FAKE,0
823,REAL,1
10392,FAKE,0
616,REAL,1
9465,FAKE,0
5001,REAL,1
5923,FAKE,0
9651,FAKE,0
2671,REAL,1
3020,REAL,1
2548,REAL,1
4507,REAL,1
176,REAL,1
2322,REAL,1
1387,REAL,1
8199,FAKE,0
7772,FAKE,0
5721,FAKE,0
8433,FAKE,0
9167,FAKE,0
8571,FAKE,0
1827,REAL,1
10075,FAKE,0
1076,REAL,1
594,REAL,1
2495,REAL,1
9331,FAKE,0
10140,FAKE,0
8880,FAKE,0
7585,FAKE,0
8768,FAKE,0
968,REAL,1
5805,FAKE,0
2450,REAL,1
10325,FAKE,0
78,REAL,1
8131,FAKE,0
10380,FAKE,0
2494,REAL,1
349,REAL,1
2575,REAL,1
6231,FAKE,0
6026,FAKE,0
5157,REAL,1
6946,FAKE,0
2446,REAL,1
2925,REAL,1
1068,REAL,1
2416,REAL,1
8930,FAKE,0
7168,FAKE,0
5797,FAKE,0
498,REAL,1
9882,FAKE,0
